         Central European Time;   Temperature;  Dissolved Oxygen;  Dissolved Oxygen Saturation
           2018-07-01 06:49:00;20.980738;8.400205;94.251667
           2018-07-01 06:59:00;20.964062;8.550099;95.902203
           2018-07-01 07:09:00;20.964062;9.012532;101.089084
           2018-07-01 07:19:00;20.964062;8.895966;99.781621
           2018-07-01 07:29:00;20.964062;8.934609;100.21506
           2018-07-01 07:39:00;20.9724;8.908885;99.942833
           2018-07-01 07:49:00;20.9724;8.855036;99.338737
           2018-07-01 07:59:00;20.980738;8.867878;99.499035
           2018-07-01 08:09:00;20.980738;8.768765;98.386971
           2018-07-01 08:19:00;20.980738;8.829592;99.069459
           2018-07-01 08:29:00;20.989076;8.520913;95.621628
           2018-07-01 08:39:00;20.989076;8.096147;90.854907
           2018-07-01 08:49:00;20.989076;8.3835;94.07958
           2018-07-01 08:59:00;20.989076;8.199856;92.018728
           2018-07-01 09:09:00;20.980738;8.237111;92.421726
           2018-07-01 09:19:00;20.9724;8.295736;93.064324
           2018-07-01 09:29:00;20.930707;7.341527;82.292503
           2018-07-01 09:39:00;20.91403;7.86705;88.154391
           2018-07-01 09:49:00;20.880673;7.902527;88.49408
           2018-07-01 09:59:00;20.847314;7.858378;87.942169
           2018-07-01 10:09:00;20.830633;8.428617;94.292798
           2018-07-01 10:19:00;20.788931;7.987539;89.285287
           2018-07-01 10:29:00;20.78059;8.371213;93.558707
           2018-07-01 10:39:00;20.730541;7.810448;87.205724
           2018-07-01 10:49:00;20.705516;7.509551;83.804917
           2018-07-01 10:59:00;20.680488;7.490953;83.556256
           2018-07-01 11:09:00;20.630431;7.47257;83.269198
           2018-07-01 11:19:00;20.613744;7.691882;85.684923
           2018-07-01 11:29:00;20.580368;7.491555;83.398542
           2018-07-01 11:39:00;20.588712;7.994768;89.015102
           2018-07-01 11:49:00;20.588712;8.089743;90.07257
           2018-07-01 11:59:00;20.622087;7.925416;88.300906
           2018-07-01 12:09:00;20.65546;8.230059;91.755296
           2018-07-01 12:19:00;20.613744;7.887774;87.867093
           2018-07-01 12:29:00;20.705516;7.836811;87.457065
           2018-07-01 12:39:00;20.713858;7.710757;86.064436
           2018-07-01 12:49:00;20.530301;7.064293;78.564602
           2018-07-01 12:59:00;20.555335;6.675157;74.273499
           2018-07-01 13:09:00;20.6054;6.77374;75.444747
           2018-07-01 13:19:00;20.546991;6.311915;70.220216
           2018-07-01 13:29:00;20.630431;6.087968;67.840142
           2018-07-01 13:39:00;20.830633;6.883861;77.011272
           2018-07-01 13:49:00;21.122468;7.772375;87.449204
           2018-07-01 13:59:00;21.022427;6.777591;76.107706
           2018-07-01 14:09:00;21.247498;7.566201;85.33732
           2018-07-01 14:19:00;21.46416;8.472236;95.959825
           2018-07-01 14:29:00;20.964062;6.177351;69.28827
           2018-07-01 14:39:00;21.489155;8.793019;99.64148
           2018-07-01 14:49:00;21.414167;8.30653;93.991648
           2018-07-01 14:59:00;21.447496;8.579779;97.146454
           2018-07-01 15:09:00;21.797358;9.501566;108.315194
           2018-07-01 15:19:00;21.872308;9.605321;109.656545
           2018-07-01 15:29:00;21.947251;9.833696;112.426103
           2018-07-01 15:39:00;21.997209;9.764438;111.741801
           2018-07-01 15:49:00;22.05549;9.815849;112.45624
           2018-07-01 15:59:00;22.105442;9.843759;112.884407
           2018-07-01 16:09:00;22.130418;9.960822;114.2817
           2018-07-01 16:19:00;22.163717;9.994956;114.746723
           2018-07-01 16:29:00;22.180366;9.971303;114.511792
           2018-07-01 16:39:00;22.230311;10.258541;117.923493
           2018-07-01 16:49:00;22.27193;10.225579;117.638485
           2018-07-01 16:59:00;22.280254;10.307396;118.598667
           2018-07-01 17:09:00;22.288577;10.380552;119.459477
           2018-07-01 17:19:00;22.280254;10.479539;120.579374
           2018-07-01 17:29:00;22.230311;10.42949;119.888578
           2018-07-01 17:39:00;22.255283;10.297071;118.423132
           2018-07-01 17:49:00;22.305224;10.130577;116.619977
           2018-07-01 17:59:00;22.305224;10.317745;118.774596
           2018-07-01 18:09:00;22.321871;10.35951;119.293439
           2018-07-01 18:19:00;22.321871;10.21792;117.66298
           2018-07-01 18:29:00;22.338517;10.287403;118.500895
           2018-07-01 18:39:00;22.363486;10.508594;121.106714
           2018-07-01 18:49:00;22.396777;10.400502;119.937434
           2018-07-01 18:59:00;22.446711;10.866767;125.43415
           2018-07-01 19:09:00;22.479999;10.864907;125.492542
           2018-07-01 19:19:00;22.488321;10.59182;122.357781
           2018-07-01 19:29:00;22.455033;10.389924;119.949084
           2018-07-01 19:39:00;22.504964;10.645149;123.01297
           2018-07-01 19:49:00;22.479999;10.624318;122.713676
           2018-07-01 19:59:00;22.446711;10.567205;121.976331
           2018-07-01 20:09:00;22.421744;10.221366;117.927997
           2018-07-01 20:19:00;22.305224;10.270523;118.230991
           2018-07-01 20:29:00;22.288577;10.285649;118.367332
           2018-07-01 20:39:00;22.255283;10.259393;117.98981
           2018-07-01 20:49:00;22.280254;9.956182;114.557539
           2018-07-01 20:59:00;22.280254;10.260251;118.056209
           2018-07-01 21:09:00;22.296901;10.292232;118.461995
           2018-07-01 21:19:00;22.34684;10.153557;116.97777
           2018-07-01 21:29:00;22.355163;10.262854;118.25582
           2018-07-01 21:39:00;22.430066;10.284371;118.673807
           2018-07-01 21:49:00;22.455033;10.052609;116.054866
           2018-07-01 21:59:00;22.380131;9.701378;111.839565
           2018-07-01 22:09:00;22.246959;9.260602;106.486045
           2018-07-01 22:19:00;22.313547;9.07802;104.51995
           2018-07-01 22:29:00;22.355163;9.025551;103.998745
           2018-07-01 22:39:00;22.330194;8.922496;102.762101
           2018-07-01 22:49:00;22.321871;9.361448;107.8004
           2018-07-01 22:59:00;22.313547;9.038083;104.060135
           2018-07-01 23:09:00;22.280254;9.000444;103.560653
           2018-07-01 23:19:00;22.296901;8.8544;101.912771
           2018-07-01 23:29:00;22.280254;8.797502;101.225568
           2018-07-01 23:39:00;22.246959;8.93945;102.793175
           2018-07-01 23:49:00;22.246959;8.700298;100.043207
           2018-07-01 23:59:00;22.221987;8.359889;96.082848
           2018-07-02 00:09:00;22.205339;8.697226;99.928028
           2018-07-02 00:19:00;22.18869;8.870882;101.890695
           2018-07-02 00:29:00;22.172041;8.722089;100.149634
           2018-07-02 00:39:00;22.155392;9.022144;103.561826
           2018-07-02 00:49:00;22.138742;9.277645;106.460559
           2018-07-02 00:59:00;22.130418;8.681146;99.599824
           2018-07-02 01:09:00;22.122093;9.348932;107.24425
           2018-07-02 01:19:00;22.113768;8.670879;99.450194
           2018-07-02 01:29:00;22.105442;9.021331;103.453122
           2018-07-02 01:39:00;22.097117;8.882493;101.844677
           2018-07-02 01:49:00;22.080467;9.100656;104.312675
           2018-07-02 01:59:00;22.063816;8.685369;99.520727
           2018-07-02 02:09:00;22.047165;9.046869;103.629742
           2018-07-02 02:19:00;22.030513;9.012225;103.19982
           2018-07-02 02:29:00;22.013861;8.535425;97.70861
           2018-07-02 02:39:00;21.988883;8.737521;99.973984
           2018-07-02 02:49:00;21.955577;8.537305;97.620464
           2018-07-02 02:59:00;21.947251;8.643891;98.82337
           2018-07-02 03:09:00;21.913944;8.616095;98.442351
           2018-07-02 03:19:00;21.872308;8.605722;98.244894
           2018-07-02 03:29:00;21.855653;8.799538;100.425257
           2018-07-02 03:39:00;21.83067;8.5731;97.793841
           2018-07-02 03:49:00;21.814014;8.652487;98.667671
           2018-07-02 03:59:00;21.797358;8.501504;96.914767
           2018-07-02 04:09:00;21.780701;8.491591;96.770611
           2018-07-02 04:19:00;21.747387;8.762639;99.795207
           2018-07-02 04:29:00;21.722401;8.634117;98.284007
           2018-07-02 04:39:00;21.705743;8.714139;99.162956
           2018-07-02 04:49:00;21.680755;8.520117;96.908205
           2018-07-02 04:59:00;21.672426;8.206575;93.326917
           2018-07-02 05:09:00;21.639107;8.173771;92.893918
           2018-07-02 05:19:00;21.589126;8.131837;92.327897
           2018-07-02 05:29:00;21.547473;8.290597;94.054455
           2018-07-02 05:39:00;21.505818;8.273863;93.788791
           2018-07-02 05:49:00;21.489155;8.285586;93.891307
           2018-07-02 05:59:00;21.489155;8.055741;91.28673
           2018-07-02 06:09:00;21.46416;8.089986;91.630314
           2018-07-02 06:19:00;21.439164;8.356567;94.603774
           2018-07-02 06:29:00;21.430831;8.133599;92.064672
           2018-07-02 06:39:00;21.430831;8.323204;94.210822
           2018-07-02 06:49:00;21.422499;8.005591;90.601073
           2018-07-02 06:59:00;21.422499;7.838003;88.704442
           2018-07-02 07:09:00;21.422499;8.09446;91.606824
           2018-07-02 07:19:00;21.430831;7.557416;85.542824
           2018-07-02 07:29:00;21.430831;7.51952;85.113877
           2018-07-02 07:39:00;21.439164;8.041943;91.04195
           2018-07-02 07:49:00;21.430831;8.057875;91.207548
           2018-07-02 07:59:00;21.414167;7.741661;87.599934
           2018-07-02 08:09:00;21.430831;8.416439;95.266154
           2018-07-02 08:19:00;21.439164;8.479367;95.993979
           2018-07-02 08:29:00;21.447496;8.354223;94.592546
           2018-07-02 08:39:00;21.439164;8.292446;93.877867
           2018-07-02 08:49:00;21.405834;8.044145;91.007919
           2018-07-02 08:59:00;21.36417;7.967143;90.063766
           2018-07-02 09:09:00;21.339171;7.683311;86.812989
           2018-07-02 09:19:00;21.272501;7.60428;85.808588
           2018-07-02 09:29:00;21.31417;7.561836;85.398896
           2018-07-02 09:39:00;21.297503;7.45303;84.142801
           2018-07-02 09:49:00;21.280835;7.358349;83.04692
           2018-07-02 09:59:00;21.305837;7.419891;83.782262
           2018-07-02 10:09:00;21.289169;7.960323;89.855428
           2018-07-02 10:19:00;21.255832;7.576751;85.470188
           2018-07-02 10:29:00;21.197489;8.253915;93.003178
           2018-07-02 10:39:00;21.189154;8.362645;94.213008
           2018-07-02 10:49:00;21.164148;7.946822;89.484716
           2018-07-02 10:59:00;21.189154;7.229307;81.444896
           2018-07-02 11:09:00;21.222494;7.409845;83.533106
           2018-07-02 11:19:00;21.189154;7.092789;79.906894
           2018-07-02 11:29:00;21.230829;6.983945;78.744616
           2018-07-02 11:39:00;21.272501;7.250994;81.822021
           2018-07-02 11:49:00;21.330838;6.282215;70.970632
           2018-07-02 11:59:00;21.347504;7.944672;89.780636
           2018-07-02 12:09:00;21.389169;7.893358;89.273057
           2018-07-02 12:19:00;21.455828;7.895651;89.414731
           2018-07-02 12:29:00;21.447496;6.620643;74.963701
           2018-07-02 12:39:00;21.572465;7.805105;88.589606
           2018-07-02 12:49:00;21.630777;7.829406;88.965897
           2018-07-02 12:59:00;21.797358;8.109664;92.4479
           2018-07-02 13:09:00;21.980557;9.335089;106.794177
           2018-07-02 13:19:00;22.180366;9.704891;111.45228
           2018-07-02 13:29:00;22.296901;9.995929;115.051593
           2018-07-02 13:39:00;22.313547;9.882251;113.779478
           2018-07-02 13:49:00;22.405099;9.959961;114.875462
           2018-07-02 13:59:00;22.463355;10.077364;116.359175
           2018-07-02 14:09:00;22.546572;10.339253;119.573121
           2018-07-02 14:19:00;22.529929;10.027587;115.931851
           2018-07-02 14:29:00;22.588178;10.174244;117.75831
           2018-07-02 14:39:00;22.663064;10.214359;118.391621
           2018-07-02 14:49:00;22.729626;10.448886;121.263674
           2018-07-02 14:59:00;22.796183;10.572105;122.849245
           2018-07-02 15:09:00;22.846099;10.525176;122.4201
           2018-07-02 15:19:00;22.871056;10.565533;122.947817
           2018-07-02 15:29:00;22.937605;10.731139;125.032896
           2018-07-02 15:39:00;22.979197;10.696277;124.725135
           2018-07-02 15:49:00;23.012469;10.764994;125.605676
           2018-07-02 15:59:00;23.062375;10.797857;126.108387
           2018-07-02 16:09:00;23.120597;10.920349;127.679723
           2018-07-02 16:19:00;23.128914;10.733619;125.516258
           2018-07-02 16:29:00;23.170499;10.861174;127.107863
           2018-07-02 16:39:00;23.128914;10.573831;123.647737
           2018-07-02 16:49:00;23.095645;10.919049;127.604206
           2018-07-02 16:59:00;23.012469;10.815732;126.197686
           2018-07-02 17:09:00;23.029104;10.799602;126.04924
           2018-07-02 17:19:00;23.070693;10.866326;126.928045
           2018-07-02 17:29:00;23.070693;10.845848;126.688845
           2018-07-02 17:39:00;23.04574;10.773363;125.782654
           2018-07-02 17:49:00;22.929287;10.774465;125.517877
           2018-07-02 17:59:00;22.887694;10.922149;127.13784
           2018-07-02 18:09:00;22.871056;10.876808;126.570027
           2018-07-02 18:19:00;23.004151;11.077442;129.230921
           2018-07-02 18:29:00;23.245348;10.958045;128.423194
           2018-07-02 18:39:00;23.261981;10.910571;127.907021
           2018-07-02 18:49:00;23.120597;10.838146;126.718613
           2018-07-02 18:59:00;23.095645;10.950081;127.966858
           2018-07-02 19:09:00;23.095645;10.919049;127.604206
           2018-07-02 19:19:00;23.07901;10.731194;125.369343
           2018-07-02 19:29:00;23.062375;10.646861;124.344902
           2018-07-02 19:39:00;23.070693;10.594246;123.749917
           2018-07-02 19:49:00;23.120597;10.626343;124.242232
           2018-07-02 19:59:00;23.145548;10.508952;122.927762
           2018-07-02 20:09:00;23.170499;10.461181;122.426762
           2018-07-02 20:19:00;23.145548;10.450343;122.242188
           2018-07-02 20:29:00;23.145548;10.440618;122.12843
           2018-07-02 20:39:00;23.11228;10.442406;122.072429
           2018-07-02 20:49:00;23.087328;10.383262;121.323676
           2018-07-02 20:59:00;23.004151;10.277763;119.901759
           2018-07-02 21:09:00;22.995833;10.356995;120.807026
           2018-07-02 21:19:00;22.987515;10.207771;119.047644
           2018-07-02 21:29:00;22.887694;10.203946;118.777693
           2018-07-02 21:39:00;22.862737;10.146858;118.057157
           2018-07-02 21:49:00;22.787864;10.134814;117.749224
           2018-07-02 21:59:00;22.696346;10.137732;117.578029
           2018-07-02 22:09:00;22.621461;10.015363;115.993044
           2018-07-02 22:19:00;22.621461;9.988001;115.676151
           2018-07-02 22:29:00;22.61314;9.954425;115.268989
           2018-07-02 22:39:00;22.579857;9.929245;114.9044
           2018-07-02 22:49:00;22.588178;9.863577;114.162601
           2018-07-02 22:59:00;22.554893;9.829832;113.699752
           2018-07-02 23:09:00;22.496642;9.751375;112.666794
           2018-07-02 23:19:00;22.355163;9.570843;110.281982
           2018-07-02 23:29:00;22.371808;9.72157;112.054482
           2018-07-02 23:39:00;22.147067;9.475124;108.744018
           2018-07-02 23:49:00;22.080467;9.513183;109.041103
           2018-07-02 23:59:00;22.180366;9.51543;109.276485
           2018-07-03 00:09:00;22.105442;9.387443;107.651553
           2018-07-03 00:19:00;22.105442;9.337535;107.079227
           2018-07-03 00:29:00;22.088792;9.309629;106.725034
           2018-07-03 00:39:00;21.947251;9.271308;105.996466
           2018-07-03 00:49:00;22.005535;9.22874;105.628342
           2018-07-03 00:59:00;21.855653;9.089033;103.729136
           2018-07-03 01:09:00;21.872308;9.148114;104.436965
           2018-07-03 01:19:00;21.764044;8.927261;101.702784
           2018-07-03 01:29:00;21.689084;9.060054;103.066085
           2018-07-03 01:39:00;21.805686;9.016797;102.805501
           2018-07-03 01:49:00;21.572465;8.783666;99.696482
           2018-07-03 01:59:00;21.73073;8.945052;101.83985
           2018-07-03 02:09:00;21.680755;8.93661;101.645415
           2018-07-03 02:19:00;21.680755;8.889944;101.114634
           2018-07-03 02:29:00;21.689084;8.841114;100.57545
           2018-07-03 02:39:00;21.655766;8.759127;99.578535
           2018-07-03 02:49:00;21.622447;8.761321;99.539228
           2018-07-03 02:59:00;21.564135;8.657621;98.249976
           2018-07-03 03:09:00;21.530811;8.689853;98.552045
           2018-07-03 03:19:00;21.480823;8.577557;97.184169
           2018-07-03 03:29:00;21.397502;8.498573;96.133547
           2018-07-03 03:39:00;21.36417;8.457104;95.602481
           2018-07-03 03:49:00;21.355837;8.510509;96.190601
           2018-07-03 03:59:00;21.372503;8.432989;95.345325
           2018-07-03 04:09:00;21.372503;8.368179;94.612569
           2018-07-03 04:19:00;21.380836;8.358669;94.520361
           2018-07-03 04:29:00;21.347504;8.261432;93.360256
           2018-07-03 04:39:00;21.239163;8.089494;91.224597
           2018-07-03 04:49:00;21.189154;8.014344;90.289072
           2018-07-03 04:59:00;21.214159;8.103203;91.33467
           2018-07-03 05:09:00;21.172483;7.971496;89.777152
           2018-07-03 05:19:00;21.130804;7.975986;89.754694
           2018-07-03 05:29:00;21.114132;7.987235;89.852031
           2018-07-03 05:39:00;21.080786;7.962523;89.51572
           2018-07-03 05:49:00;21.064113;7.993998;89.840296
           2018-07-03 05:59:00;21.030764;7.842595;88.081328
           2018-07-03 06:09:00;20.947385;7.812018;87.594919
           2018-07-03 06:19:00;20.91403;7.761944;86.976623
           2018-07-03 06:29:00;20.880673;7.725227;86.508639
           2018-07-03 06:39:00;20.805612;7.69319;86.023184
           2018-07-03 06:49:00;20.788931;7.684671;85.899807
           2018-07-03 06:59:00;20.788931;7.710455;86.188022
           2018-07-03 07:09:00;20.7222;7.727961;86.270598
           2018-07-03 07:19:00;20.663803;7.730365;86.198447
           2018-07-03 07:29:00;20.597056;7.702693;85.777177
           2018-07-03 07:39:00;20.572024;7.715714;85.879846
           2018-07-03 07:49:00;20.513611;7.744034;86.09593
           2018-07-03 07:59:00;20.471883;7.75506;86.147611
           2018-07-03 08:09:00;20.430151;7.8183;86.778641
           2018-07-03 08:19:00;20.455191;7.897259;87.698359
           2018-07-03 08:29:00;20.488574;7.881655;87.582723
           2018-07-03 08:39:00;20.513611;7.954743;88.438532
           2018-07-03 08:49:00;20.521956;7.919119;88.056956
           2018-07-03 08:59:00;20.538646;7.921273;88.109878
           2018-07-03 09:09:00;20.513611;7.888167;87.698359
           2018-07-03 09:19:00;20.505265;7.943633;88.300487
           2018-07-03 09:29:00;20.471883;7.972768;88.566036
           2018-07-03 09:39:00;20.438498;7.948359;88.236755
           2018-07-03 09:49:00;20.446844;8.006485;88.896664
           2018-07-03 09:59:00;20.413458;8.042653;89.239423
           2018-07-03 10:09:00;20.438498;8.10383;89.962678
           2018-07-03 10:19:00;20.455191;8.04476;89.336345
           2018-07-03 10:29:00;20.488574;8.035611;89.293517
           2018-07-03 10:39:00;20.521956;8.019716;89.175548
           2018-07-03 10:49:00;20.538646;8.062604;89.681931
           2018-07-03 10:59:00;20.555335;8.133227;90.497231
           2018-07-03 11:09:00;20.546991;8.218575;91.431857
           2018-07-03 11:19:00;20.572024;8.26045;91.943036
           2018-07-03 11:29:00;20.613744;8.36163;93.145686
           2018-07-03 11:39:00;20.6054;8.371123;93.236123
           2018-07-03 11:49:00;20.613744;8.447546;94.10276
           2018-07-03 11:59:00;20.65546;8.406858;93.726393
           2018-07-03 12:09:00;20.672146;8.474076;94.506795
           2018-07-03 12:19:00;20.672146;8.539513;95.236578
           2018-07-03 12:29:00;20.680488;8.669815;96.705624
           2018-07-03 12:39:00;20.7222;8.702294;97.147502
           2018-07-03 12:49:00;20.747225;8.770065;97.952192
           2018-07-03 12:59:00;20.763907;8.818167;98.521704
           2018-07-03 13:09:00;20.813953;8.894969;99.477431
           2018-07-03 13:19:00;20.838974;8.918255;99.786807
           2018-07-03 13:29:00;20.889012;8.972886;100.496594
           2018-07-03 13:39:00;20.930707;8.975799;100.611354
           2018-07-03 13:49:00;20.9724;9.025674;101.253011
           2018-07-03 13:59:00;21.014089;9.091786;102.077888
           2018-07-03 14:09:00;21.022427;9.089224;102.065762
           2018-07-03 14:19:00;21.047439;9.057832;101.762997
           2018-07-03 14:29:00;21.064113;9.07643;102.005174
           2018-07-03 14:39:00;21.13914;9.229251;103.874729
           2018-07-03 14:49:00;21.155812;9.199849;103.577504
           2018-07-03 14:59:00;21.164148;9.294572;104.660974
           2018-07-03 15:09:00;21.222494;9.325355;105.127148
           2018-07-03 15:19:00;21.255832;9.298513;104.892672
           2018-07-03 15:29:00;21.322504;9.44266;106.657107
           2018-07-03 15:39:00;21.330838;9.423346;106.456214
           2018-07-03 15:49:00;21.405834;9.466315;107.097725
           2018-07-03 15:59:00;21.422499;9.511425;107.642935
           2018-07-03 16:09:00;21.505818;9.586418;108.667324
           2018-07-03 16:19:00;21.505818;9.620596;109.05475
           2018-07-03 16:29:00;21.530811;9.64683;109.405168
           2018-07-03 16:39:00;21.555804;9.742534;110.544123
           2018-07-03 16:49:00;21.555804;9.75125;110.64302
           2018-07-03 16:59:00;21.589126;9.775273;110.987271
           2018-07-03 17:09:00;21.639107;9.802707;111.406578
           2018-07-03 17:19:00;21.622447;9.808187;111.432894
           2018-07-03 17:29:00;21.664096;9.759452;110.96867
           2018-07-03 17:39:00;21.664096;9.829701;111.767428
           2018-07-03 17:49:00;21.672426;9.835781;111.854594
           2018-07-03 17:59:00;21.722401;9.890175;112.581984
           2018-07-03 18:09:00;21.764044;9.912017;112.921502
           2018-07-03 18:19:00;21.797358;9.865371;112.462469
           2018-07-03 18:29:00;21.838997;9.905004;113.005113
           2018-07-03 18:39:00;21.86398;9.923534;113.271132
           2018-07-03 18:49:00;21.86398;9.923534;113.271132
           2018-07-03 18:59:00;21.847325;9.911174;113.093687
           2018-07-03 19:09:00;21.847325;9.884414;112.788336
           2018-07-03 19:19:00;21.847325;9.778316;111.577681
           2018-07-03 19:29:00;21.838997;9.772266;111.49072
           2018-07-03 19:39:00;21.838997;9.825079;112.093257
           2018-07-03 19:49:00;21.814014;9.745412;111.130719
           2018-07-03 19:59:00;21.780701;9.835432;112.085093
           2018-07-03 20:09:00;21.78903;9.832689;112.071869
           2018-07-03 20:19:00;21.747387;9.819912;111.836189
           2018-07-03 20:29:00;21.714072;9.778097;111.288246
           2018-07-03 20:39:00;21.722401;9.810506;111.675095
           2018-07-03 20:49:00;21.747387;9.775948;111.335495
           2018-07-03 20:59:00;21.755716;9.660143;110.034342
           2018-07-03 21:09:00;21.772373;9.543437;108.740001
           2018-07-03 21:19:00;21.747387;9.534439;108.585018
           2018-07-03 21:29:00;21.722401;9.542428;108.623506
           2018-07-03 21:39:00;21.705743;9.48009;107.879131
           2018-07-03 21:49:00;21.664096;9.518677;108.230967
           2018-07-03 21:59:00;21.647437;9.481794;107.776825
           2018-07-03 22:09:00;21.614117;9.416959;106.970807
           2018-07-03 22:19:00;21.572465;9.3802;106.46727
           2018-07-03 22:29:00;21.539142;9.32458;105.767605
           2018-07-03 22:39:00;21.514149;9.307751;105.525538
           2018-07-03 22:49:00;21.489155;9.193405;104.178608
           2018-07-03 22:59:00;21.46416;9.112772;103.214784
           2018-07-03 23:09:00;21.455828;9.035912;102.327679
           2018-07-03 23:19:00;21.455828;9.075508;102.776086
           2018-07-03 23:29:00;21.430831;9.067264;102.632879
           2018-07-03 23:39:00;21.414167;9.048584;102.388281
           2018-07-03 23:49:00;21.397502;9.037852;102.233724
           2018-07-03 23:59:00;21.347504;9.053077;102.306427
           2018-07-04 00:09:00;21.289169;9.055053;102.212644
           2018-07-04 00:19:00;21.239163;9.03872;101.928944
           2018-07-04 00:29:00;21.172483;9.027533;101.670528
           2018-07-04 00:39:00;21.130804;9.119456;102.622294
           2018-07-04 00:49:00;21.13914;8.828178;99.360674
           2018-07-04 00:59:00;21.114132;8.843293;99.482216
           2018-07-04 01:09:00;21.105796;8.822832;99.235887
           2018-07-04 01:19:00;21.089123;8.744241;98.319906
           2018-07-04 01:29:00;21.07245;8.681498;97.582638
           2018-07-04 01:39:00;21.07245;8.67402;97.498583
           2018-07-04 01:49:00;21.055776;8.560273;96.188688
           2018-07-04 01:59:00;21.047439;8.540661;95.95268
           2018-07-04 02:09:00;21.022427;8.533231;95.822342
           2018-07-04 02:19:00;21.005752;8.50881;95.516959
           2018-07-04 02:29:00;20.9724;8.482006;95.153963
           2018-07-04 02:39:00;20.955723;8.472277;95.013804
           2018-07-04 02:49:00;20.922369;8.452873;94.734313
           2018-07-04 02:59:00;20.889012;8.404776;94.133745
           2018-07-04 03:09:00;20.847314;8.395137;93.948975
           2018-07-04 03:19:00;20.822293;8.387938;93.822366
           2018-07-04 03:29:00;20.78059;8.364082;93.479009
           2018-07-04 03:39:00;20.772249;8.337993;93.172177
           2018-07-04 03:49:00;20.747225;8.22535;91.868312
           2018-07-04 03:59:00;20.713858;8.220714;91.756376
           2018-07-04 04:09:00;20.688831;8.206799;91.556023
           2018-07-04 04:19:00;20.663803;8.123853;90.586086
           2018-07-04 04:29:00;20.672146;7.972108;88.908617
           2018-07-04 04:39:00;20.663803;8.008049;89.294799
           2018-07-04 04:49:00;20.638774;7.967726;88.80145
           2018-07-04 04:59:00;20.56368;8.008329;89.122156
           2018-07-04 05:09:00;20.513611;7.988285;88.811442
           2018-07-04 05:19:00;20.471883;7.932646;88.120338
           2018-07-04 05:29:00;20.446844;7.892878;87.635276
           2018-07-04 05:39:00;20.413458;7.895244;87.603807
           2018-07-04 05:49:00;20.380069;7.851388;87.059774
           2018-07-04 05:59:00;20.329981;7.80577;86.468323
           2018-07-04 06:09:00;20.304935;7.812454;86.499522
           2018-07-04 06:19:00;20.271538;7.736833;85.605678
           2018-07-04 06:29:00;20.279888;7.632082;84.460592
           2018-07-04 06:39:00;20.263189;7.661941;84.763018
           2018-07-04 06:49:00;20.246489;7.527232;83.245234
           2018-07-04 06:59:00;20.213088;7.643177;84.471616
           2018-07-04 07:09:00;20.196387;7.67308;84.774055
           2018-07-04 07:19:00;20.179685;7.613795;84.091231
           2018-07-04 07:29:00;20.15463;7.620333;84.121661
           2018-07-04 07:39:00;20.146279;7.447306;82.19799
           2018-07-04 07:49:00;20.129575;7.595221;83.80281
